# FIRESONG Output description
# Standard candle sources
# Desired neutrino diffuse flux:
#      E^2 dN_diffuse/dE = 9e-09 (E/100 TeV)^(-0.13) [GeV/cm^2.s.sr]
# Neutrino point source fluxes listed below are of 'A' where the flux is:
#      E^2 dN_PS/dE = A * (E/100 TeV)^(-0.13) [GeV/cm^2.s]
# Standard Candle Luminosity: 0.0000e+00 erg/yr 
# Note that using 4 years, IceCube sensitivity in the northern hemisphere
# is approximately 10^-9 in the units used for A
# Dec(deg) Redshift A
22.4020 1.5355 6.5448e-12
4.8929 5.4715 2.7333e-13
39.6815 0.7325 4.2569e-11
49.1639 4.8365 3.6978e-13
51.9918 5.9705 2.2090e-13
72.2149 4.1315 5.4512e-13
61.7632 4.1755 5.3104e-13
-7.9606 3.8845 6.3491e-13
56.7938 4.0785 5.6279e-13
3.9780 4.6745 4.0208e-13
-29.3753 4.3985 4.6706e-13
11.4163 4.3695 4.7474e-13
25.3877 3.4615 8.4523e-13
-26.7437 3.0705 1.1395e-12
-26.9848 3.9315 6.1629e-13
8.5661 3.3585 9.1121e-13
32.4998 4.8005 3.7663e-13
-36.8045 2.9875 1.2202e-12
62.7184 4.8575 3.6587e-13
26.6742 2.5625 1.7926e-12
-69.3807 2.9625 1.2462e-12
1.9619 1.3525 9.0349e-12
-36.8716 3.0115 1.1961e-12
-70.5566 4.7155 3.9353e-13
-21.6027 2.1285 2.8610e-12
36.3828 2.0675 3.0790e-12
-62.0839 2.2645 2.4470e-12
-41.7937 4.2255 5.1566e-13
-22.3434 2.0595 3.1094e-12
-58.0513 2.8335 1.3930e-12
-11.2341 0.6475 5.7886e-11
-54.0909 3.2005 1.0275e-12
-51.1248 1.1525 1.3566e-11
38.2165 6.0335 2.1533e-13
-69.5666 1.4745 7.2547e-12
-9.0543 4.0695 5.6587e-13
8.6425 3.9505 6.0898e-13
-16.4360 1.4505 7.5635e-12
-52.9525 4.7355 3.8946e-13
-26.1770 3.3915 8.8930e-13
29.1799 0.9285 2.3453e-11
11.3646 5.2835 2.9773e-13
-26.5654 1.5845 6.0429e-12
72.8857 1.7625 4.6123e-12
-38.3102 4.1105 5.5203e-13
-34.0464 2.4865 1.9335e-12
0.0368 1.4625 7.4068e-12
-9.7939 4.4715 4.4850e-13
-22.0752 2.7855 1.4539e-12
25.6095 7.2435 1.3820e-13
-37.8376 1.7515 4.6861e-12
80.8022 3.7675 6.8489e-13
-36.5999 1.7605 4.6256e-12
9.6356 1.4705 7.3049e-12
-19.7489 4.6735 4.0229e-13
-6.5139 1.0865 1.5756e-11
50.7197 5.1805 3.1244e-13
25.6745 2.7135 1.5526e-12
16.6841 5.7145 2.4581e-13
49.9657 2.8995 1.3150e-12
-35.8734 2.6135 1.7060e-12
17.0621 0.8775 2.7046e-11
-14.9491 2.6125 1.7076e-12
80.1185 3.0355 1.1726e-12
-35.9507 0.4425 1.4710e-10
-46.8122 1.2695 1.0612e-11
-60.4600 4.6295 4.1176e-13
-30.9367 4.3105 4.9093e-13
-30.5188 4.1105 5.5203e-13
-21.1694 2.1735 2.7137e-12
-36.4335 1.4985 6.9631e-12
29.7946 3.0425 1.1659e-12
27.7725 4.2565 5.0644e-13
-23.1409 3.4955 8.2493e-13
4.8019 5.2145 3.0747e-13
40.4876 1.6175 5.7348e-12
21.6739 3.5105 8.1620e-13
22.9976 3.0635 1.1460e-12
-15.4927 3.9565 6.0669e-13
-0.6852 1.5295 6.6102e-12
10.6021 2.7555 1.4939e-12
-11.5474 1.1315 1.4214e-11
43.6533 1.9335 3.6478e-12
61.7706 4.7425 3.8805e-13
-44.0110 4.1035 5.5436e-13
-12.9604 2.7935 1.4435e-12
-42.1020 2.0995 2.9618e-12
-80.3003 3.7315 7.0139e-13
-46.6023 2.6885 1.5891e-12
-12.7801 0.5415 8.9994e-11
-44.1294 2.2545 2.4744e-12
14.8434 1.9675 3.4903e-12
-3.8979 3.4425 8.5688e-13
22.7846 3.2385 9.9766e-13
-31.3221 1.9645 3.5038e-12
-16.3716 1.7115 4.9689e-12
-4.5576 1.5565 6.3228e-12
-55.2751 1.5625 6.2613e-12
48.5310 3.7445 6.9537e-13
-44.3585 1.8055 4.3389e-12
-20.6148 4.2355 5.1266e-13
17.2833 4.4795 4.4653e-13
48.5674 2.3525 2.2228e-12
15.8140 2.9985 1.2091e-12
-48.4380 2.0585 3.1132e-12
30.4316 1.6485 5.4650e-12
53.6841 2.4585 1.9894e-12
-69.9862 2.8455 1.3784e-12
-43.7494 3.0295 1.1784e-12
59.0764 1.4875 7.0947e-12
-31.7393 1.5955 5.9377e-12
-11.5772 0.9435 2.2522e-11
33.7334 4.6845 3.9997e-13
-41.3039 2.0195 3.2674e-12
-46.0937 3.0725 1.1376e-12
-24.5251 1.8815 3.9085e-12
70.3528 4.0895 5.5906e-13
45.4579 2.5455 1.8228e-12
-28.6219 3.0285 1.1794e-12
9.7812 4.6455 4.0828e-13
-1.4127 0.9385 2.2827e-11
49.9961 0.2425 6.0535e-10
-73.5219 3.1145 1.0997e-12
36.4963 1.1955 1.2361e-11
-11.8005 5.0645 3.3026e-13
23.4573 0.7135 4.5458e-11
-14.5534 2.4525 2.0016e-12
30.3112 5.9745 2.2054e-13
-78.9827 1.7245 4.8744e-12
71.3253 2.9405 1.2696e-12
16.5634 3.8675 6.4185e-13
57.5439 2.6175 1.6995e-12
-57.8242 2.0795 3.0343e-12
24.5526 4.7375 3.8906e-13
29.2074 1.0665 1.6516e-11
-4.7093 4.2645 5.0410e-13
59.8106 1.1615 1.3301e-11
4.6287 2.0325 3.2149e-12
29.8352 3.3035 9.4946e-13
-39.3489 3.5655 7.8527e-13
11.3667 3.6655 7.3315e-13
-3.3741 2.7705 1.4737e-12
19.5910 4.2075 5.2112e-13
-54.6672 1.4915 7.0464e-12
-47.5286 1.0895 1.5646e-11
49.5654 2.3625 2.1992e-12
-84.8781 4.2135 5.1929e-13
-18.1793 2.2465 2.4967e-12
34.0575 1.6205 5.7079e-12
1.8061 2.6045 1.7208e-12
-59.7149 0.8485 2.9436e-11
70.8997 3.7255 7.0420e-13
14.9697 1.9865 3.4065e-12
-51.9208 4.4575 4.5198e-13
51.5556 2.1235 2.8780e-12
34.4443 1.4735 7.2672e-12
-41.5385 2.7115 1.5555e-12
-6.4200 3.0755 1.1349e-12
5.2701 3.5025 8.2084e-13
60.3867 7.1635 1.4196e-13
23.7070 0.8255 3.1543e-11
72.3847 2.3295 2.2785e-12
-2.3812 2.7525 1.4980e-12
14.9013 3.7045 7.1414e-13
44.4150 1.8945 3.8409e-12
47.8385 4.2765 5.0061e-13
16.9302 4.3875 4.6996e-13
79.1550 1.5745 6.1409e-12
30.2834 2.1725 2.7169e-12
-64.1840 2.2675 2.4388e-12
-6.2714 1.3215 9.5833e-12
63.2907 2.6855 1.5935e-12
2.6051 2.0755 3.0491e-12
-50.0210 2.5075 1.8930e-12
28.9470 4.0375 5.7703e-13
28.2048 1.8695 3.9723e-12
6.7981 5.0645 3.3026e-13
17.4957 4.1455 5.4058e-13
-7.2517 1.4785 7.2049e-12
-5.6685 2.6005 1.7275e-12
-42.2862 1.7825 4.4822e-12
9.9759 5.8375 2.3337e-13
4.0071 0.9715 2.0917e-11
7.8165 2.5775 1.7665e-12
-26.9718 1.9935 3.3763e-12
28.5005 6.3145 1.9275e-13
-8.6199 1.1455 1.3778e-11
-6.4293 5.4675 2.7382e-13
55.1018 1.5835 6.0526e-12
16.3155 1.6625 5.3489e-12
-36.4600 3.9235 6.1940e-13
-29.2581 1.6545 5.4148e-12
9.2042 2.1765 2.7043e-12
-10.7960 3.1715 1.0511e-12
-25.3187 2.3455 2.2395e-12
61.0426 1.1225 1.4505e-11
-27.2571 1.3845 8.5137e-12
70.2714 2.3515 2.2252e-12
-2.4859 4.0105 5.8668e-13
33.0142 1.1025 1.5182e-11
65.0056 4.3855 4.7049e-13
3.6418 2.2105 2.6006e-12
-13.3027 2.5095 1.8893e-12
-60.9020 2.0425 3.1752e-12
-39.8089 4.4105 4.6394e-13
53.9502 3.6395 7.4621e-13
47.8661 4.7775 3.8110e-13
13.0712 3.1905 1.0355e-12
-2.3164 1.7195 4.9104e-12
-32.9794 1.4045 8.2090e-12
-38.8862 4.5805 4.2268e-13
-27.5459 2.0665 3.0828e-12
-36.9211 6.7695 1.6280e-13
-66.8429 5.0875 3.2662e-13
-17.2459 2.7075 1.5612e-12
-39.2790 2.8675 1.3520e-12
38.1401 5.0035 3.4022e-13
-6.8134 4.9185 3.5483e-13
11.2532 3.8065 6.6763e-13
27.7300 1.6265 5.6546e-12
0.5375 1.9785 3.4414e-12
-74.7135 5.7395 2.4321e-13
60.7079 3.2185 1.0132e-12
-28.9188 3.1355 1.0814e-12
87.3663 3.0705 1.1395e-12
-13.0291 3.1685 1.0535e-12
54.5832 3.8435 6.5182e-13
-72.1688 4.7515 3.8625e-13
-26.7979 5.4485 2.7616e-13
-1.8043 1.9385 3.6240e-12
-16.5665 1.5685 6.2007e-12
-45.1956 6.3825 1.8780e-13
56.3779 4.7745 3.8169e-13
-62.6049 4.0395 5.7632e-13
-50.1102 2.2635 2.4497e-12
-42.6995 1.3295 9.4374e-12
-16.0633 5.1815 3.1229e-13
34.0243 4.0625 5.6829e-13
-58.4633 2.3265 2.2859e-12
44.4028 3.4025 8.8216e-13
13.0584 1.3105 9.7890e-12
32.0118 3.4955 8.2493e-13
37.4091 2.0325 3.2149e-12
14.0551 3.7025 7.1510e-13
11.1925 2.3375 2.2589e-12
40.5854 2.6725 1.6130e-12
-16.6942 4.4065 4.6498e-13
21.2212 1.3775 8.6241e-12
-39.0183 3.5595 7.8856e-13
38.3460 2.1155 2.9056e-12
-13.2378 4.3965 4.6759e-13
-28.6544 4.3525 4.7933e-13
-13.8441 2.0675 3.0790e-12
-9.3638 3.6365 7.4774e-13
-81.2686 4.5025 4.4093e-13
23.3788 4.5145 4.3805e-13
-52.3724 4.1995 5.2358e-13
8.9778 2.0165 3.2798e-12
15.9701 3.5265 8.0702e-13
47.3652 4.2375 5.1206e-13
-3.6983 1.4385 7.7249e-12
0.0360 0.7205 4.4363e-11
-26.4983 3.2885 9.6028e-13
42.9836 4.4185 4.6187e-13
75.6137 1.7925 4.4191e-12
2.9268 0.6895 4.9508e-11
-18.9215 2.8235 1.4054e-12
-41.2485 2.8235 1.4054e-12
41.1901 1.1305 1.4246e-11
22.3423 2.7395 1.5159e-12
-44.8900 2.3745 2.1713e-12
23.7972 0.7975 3.4401e-11
-16.0844 2.6085 1.7142e-12
-27.4518 4.6905 3.9871e-13
-53.7103 2.2875 2.3854e-12
43.9813 0.9985 1.9515e-11
-35.4886 4.2075 5.2112e-13
13.8384 7.1775 1.4129e-13
52.1393 2.0765 3.0454e-12
37.2501 3.4375 8.5998e-13
24.9717 3.4485 8.5317e-13
53.9738 4.2385 5.1176e-13
35.2095 4.0835 5.6109e-13
23.5120 2.4025 2.1081e-12
20.6301 0.5385 9.1228e-11
0.3788 4.1045 5.5402e-13
-19.0464 2.5345 1.8428e-12
2.6000 2.6575 1.6360e-12
-10.3223 2.0035 3.3338e-12
-11.3870 2.5385 1.8355e-12
-51.9198 2.3285 2.2810e-12
-55.6366 4.8875 3.6038e-13
-54.6085 2.7415 1.5131e-12
-28.4870 1.4065 8.1794e-12
-3.1372 1.6225 5.6900e-12
18.9237 1.7465 4.7202e-12
-33.7929 3.6875 7.2234e-13
34.2709 2.5015 1.9045e-12
31.9640 5.8815 2.2914e-13
-16.5759 1.5085 6.8464e-12
27.6443 2.9835 1.2243e-12
-57.8072 2.6045 1.7208e-12
-36.6422 2.1415 2.8173e-12
7.0081 1.0865 1.5756e-11
22.1691 4.7435 3.8785e-13
62.3111 4.0215 5.8272e-13
31.9473 3.0355 1.1726e-12
7.9538 1.1555 1.3477e-11
-45.6911 4.8055 3.7567e-13
68.7139 3.2485 9.9002e-13
49.0616 1.0065 1.9125e-11
-76.0854 2.9685 1.2399e-12
-18.9798 2.9145 1.2981e-12
7.3865 2.9945 1.2131e-12
17.4434 2.7565 1.4926e-12
28.2020 4.5575 4.2795e-13
26.6498 3.4295 8.6498e-13
21.9312 1.7445 4.7339e-12
57.3835 1.9055 3.7850e-12
-65.4714 1.0235 1.8331e-11
-1.6091 4.6045 4.1728e-13
22.4851 2.3865 2.1439e-12
53.8736 2.7905 1.4474e-12
24.8152 2.4725 1.9612e-12
12.5811 3.8735 6.3939e-13
43.8623 3.3305 9.3040e-13
61.8049 2.7425 1.5118e-12
13.0574 1.3145 9.7135e-12
55.0092 3.8335 6.5604e-13
33.0136 3.1775 1.0461e-12
-61.2364 2.0445 3.1674e-12
81.5695 2.4875 1.9315e-12
9.0654 1.5175 6.7438e-12
-14.7665 4.1025 5.5469e-13
6.1458 1.4915 7.0464e-12
8.5156 0.4605 1.3358e-10
-13.6402 4.9525 3.4888e-13
-38.1129 2.1285 2.8610e-12
51.3602 2.9915 1.2162e-12
-7.7599 4.0225 5.8236e-13
51.3897 4.5995 4.1840e-13
-14.2326 3.1805 1.0436e-12
36.5579 0.9425 2.2583e-11
55.0081 2.1075 2.9335e-12
-5.7226 3.4765 8.3619e-13
-32.9170 1.4025 8.2388e-12
25.1031 4.6675 4.0356e-13
-59.3318 5.0245 3.3675e-13
-72.9120 2.7145 1.5512e-12
-33.0452 3.5865 7.7390e-13
39.0592 6.0225 2.1629e-13
47.7890 3.0185 1.1892e-12
1.1485 1.0195 1.8514e-11
44.1112 3.7105 7.1128e-13
35.3656 4.4185 4.6187e-13
-53.9116 2.2015 2.6275e-12
51.9596 4.4285 4.5931e-13
65.6203 1.8735 3.9509e-12
1.4528 1.2815 1.0362e-11
-68.3251 3.0295 1.1784e-12
26.4121 2.6015 1.7258e-12
-49.8337 2.0325 3.2149e-12
18.5915 5.9045 2.2697e-13
-43.6708 2.5905 1.7443e-12
12.0482 1.0815 1.5941e-11
-67.2933 3.1155 1.0988e-12
-1.9110 3.0205 1.1872e-12
10.7756 3.0745 1.1358e-12
60.1254 2.1545 2.7746e-12
35.9898 5.8705 2.3018e-13
-56.4952 5.0255 3.3658e-13
32.6752 3.9515 6.0859e-13
-70.0982 2.7055 1.5641e-12
-70.3754 3.0905 1.1212e-12
57.5643 2.5605 1.7961e-12
-10.9778 1.5245 6.6654e-12
-62.2265 3.1645 1.0569e-12
-13.4242 4.5555 4.2841e-13
66.1463 4.3035 4.9290e-13
20.0354 2.2105 2.6006e-12
-62.5868 3.7215 7.0608e-13
-12.5493 5.0105 3.3906e-13
13.6178 2.3375 2.2589e-12
-18.2376 1.6365 5.5673e-12
-56.5361 3.1515 1.0678e-12
-28.4572 4.4315 4.5854e-13
32.3366 3.8265 6.5902e-13
-2.6925 2.7385 1.5173e-12
-41.9428 3.6425 7.4469e-13
-10.8103 1.5265 6.6432e-12
-15.2608 4.8255 3.7186e-13
-35.2799 3.3275 9.3249e-13
17.7390 3.8635 6.4349e-13
54.3409 0.7125 4.5617e-11
1.6280 2.6535 1.6422e-12
77.0129 3.9385 6.1358e-13
-34.7343 2.6965 1.5773e-12
-41.1764 1.8125 4.2965e-12
-6.5358 3.0705 1.1395e-12
-4.7469 3.2305 1.0038e-12
-33.9431 2.9135 1.2992e-12
-27.3938 1.8385 4.1442e-12
-36.2361 0.3865 2.0356e-10
-71.2243 1.0415 1.7539e-11
-1.2711 4.2855 4.9802e-13
-17.4522 2.6165 1.7011e-12
46.4600 2.3005 2.3516e-12
25.1617 2.3225 2.2958e-12
-3.8004 2.2425 2.5080e-12
-19.8093 2.6195 1.6962e-12
12.5816 2.8015 1.4332e-12
55.6676 3.2575 9.8322e-13
15.2605 2.8235 1.4054e-12
40.1256 3.1705 1.0519e-12
-10.5068 1.6145 5.7619e-12
-29.1388 3.1435 1.0746e-12
-55.8535 2.4215 2.0667e-12
77.0693 5.9005 2.2734e-13
16.7479 1.4855 7.1189e-12
-13.1617 0.8035 3.3759e-11
-26.3348 1.2045 1.2128e-11
0.8173 3.0865 1.1248e-12
3.4804 4.5295 4.3449e-13
-13.4634 2.4315 2.0454e-12
-69.3248 3.8655 6.4267e-13
-52.5445 3.7115 7.1081e-13
-55.2570 3.1825 1.0420e-12
22.7148 4.3725 4.7394e-13
-12.9832 5.7755 2.3953e-13
31.4078 3.5365 8.0136e-13
27.6337 3.2805 9.6613e-13
-17.0577 7.8075 1.1531e-13
54.1803 0.6575 5.5724e-11
-43.8770 3.6275 7.5236e-13
-56.7739 1.9745 3.4591e-12
-5.1105 4.5205 4.3662e-13
-46.1091 4.1595 5.3610e-13
-21.3892 3.5535 7.9187e-13
3.5752 8.2085 1.0221e-13
-0.6770 2.2295 2.5450e-12
-17.4544 1.6585 5.3817e-12
-7.1076 2.8145 1.4167e-12
29.4697 4.3455 4.8123e-13
17.9243 3.0315 1.1765e-12
19.2951 4.1575 5.3674e-13
-29.1606 2.4505 2.0057e-12
-0.2729 4.5535 4.2887e-13
-18.4219 1.5525 6.3643e-12
54.9824 1.8945 3.8409e-12
30.7622 2.3035 2.3439e-12
42.1478 2.3425 2.2468e-12
23.7054 2.7515 1.4994e-12
-28.8851 2.4755 1.9552e-12
70.7259 1.4655 7.3684e-12
-23.8916 2.2025 2.6245e-12
-17.7350 1.3515 9.0519e-12
8.4729 2.0595 3.1094e-12
-27.2685 3.2855 9.6247e-13
43.4920 1.0665 1.6516e-11
54.0123 2.3735 2.1736e-12
23.0039 2.3075 2.3336e-12
-34.5196 6.0245 2.1611e-13
16.3192 1.2495 1.1049e-11
55.0794 4.5695 4.2519e-13
-63.3918 4.1745 5.3135e-13
-58.5055 4.4835 4.4555e-13
-16.0107 4.6855 3.9976e-13
-3.8363 4.2225 5.1656e-13
15.3497 2.6345 1.6721e-12
-56.6333 2.8835 1.3333e-12
13.5953 1.5375 6.5232e-12
33.3871 4.9245 3.5377e-13
-25.0348 2.5575 1.8014e-12
29.5510 2.4385 2.0307e-12
-25.6377 0.9745 2.0755e-11
31.7613 0.7825 3.6080e-11
-25.9768 4.7115 3.9436e-13
-15.8375 1.2405 1.1254e-11
55.9745 1.2375 1.1324e-11
-33.7563 3.1635 1.0577e-12
-9.7440 2.8815 1.3357e-12
38.3645 2.1435 2.8107e-12
-59.2373 1.6725 5.2681e-12
65.7753 3.4575 8.4766e-13
-33.8577 2.1535 2.7778e-12
37.6124 2.1385 2.8273e-12
-4.3064 1.9295 3.6669e-12
-48.4865 0.4765 1.2296e-10
-15.8914 1.2695 1.0612e-11
69.7577 3.6215 7.5546e-13
5.8082 2.8745 1.3438e-12
-21.8542 1.5575 6.3125e-12
50.0636 3.0055 1.2021e-12
-27.4916 0.9035 2.5126e-11
-34.5882 2.2945 2.3671e-12
5.5634 3.7775 6.8041e-13
-19.4883 3.3655 9.0649e-13
-8.8650 3.9865 5.9546e-13
3.2191 3.1075 1.1059e-12
6.8915 3.9735 6.0029e-13
-79.5297 2.3305 2.2760e-12
16.4415 1.9545 3.5494e-12
17.6122 1.8045 4.3450e-12
66.6014 0.8435 2.9877e-11
-75.6672 3.7405 6.9722e-13
-21.2026 3.8435 6.5182e-13
-8.1327 1.0405 1.7582e-11
30.3583 2.3415 2.2492e-12
64.2545 3.4395 8.5874e-13
34.2721 1.0625 1.6674e-11
41.2543 3.5895 7.7229e-13
-12.7524 2.0565 3.1208e-12
75.9091 3.2895 9.5956e-13
15.0296 4.0715 5.6519e-13
18.1314 4.1825 5.2885e-13
20.4251 1.6205 5.7079e-12
-26.7099 5.4175 2.8004e-13
-39.4387 0.8585 2.8580e-11
-54.4005 2.4335 2.0412e-12
75.8223 3.9915 5.9361e-13
1.3466 7.7335 1.1799e-13
28.1120 2.7185 1.5454e-12
37.4254 3.8655 6.4267e-13
-0.4138 4.2845 4.9831e-13
-7.7472 2.2775 2.4119e-12
-25.4299 4.2175 5.1808e-13
-20.1309 2.2325 2.5364e-12
83.2497 2.5895 1.7460e-12
81.4393 2.0095 3.3087e-12
-16.3136 3.6335 7.4928e-13
-59.2966 6.2645 1.9651e-13
0.6582 2.6655 1.6237e-12
26.2250 0.5635 8.1607e-11
-14.2255 2.1605 2.7552e-12
-37.8087 1.8125 4.2965e-12
8.5742 1.9645 3.5038e-12
49.3457 2.0045 3.3296e-12
48.3178 1.3595 8.9172e-12
1.0839 1.7695 4.5661e-12
-16.9145 1.1805 1.2764e-11
21.8672 1.6905 5.1270e-12
-23.0874 2.4145 2.0819e-12
-10.5154 4.6155 4.1484e-13
14.1025 4.2515 5.0791e-13
-33.4727 2.6885 1.5891e-12
44.6067 1.6145 5.7619e-12
22.9543 4.6115 4.1572e-13
7.4811 2.3575 2.2109e-12
49.4356 1.6735 5.2602e-12
-67.7052 2.1945 2.6487e-12
65.1055 3.1815 1.0428e-12
60.7514 2.6235 1.6897e-12
-24.8817 4.2385 5.1176e-13
73.0503 1.9475 3.5818e-12
-39.5992 3.5595 7.8856e-13
-68.7615 1.4405 7.6977e-12
-28.9863 1.6155 5.7528e-12
49.3157 1.0385 1.7668e-11
-17.1020 3.4335 8.6247e-13
24.1135 3.4975 8.2376e-13
-59.5451 2.1345 2.8407e-12
-71.1829 1.3345 9.3479e-12
-60.9838 1.5995 5.9001e-12
31.7763 1.9145 3.7401e-12
-39.8237 1.6515 5.4398e-12
-29.7656 1.2155 1.1851e-11
-17.3111 3.5335 8.0306e-13
-42.1849 3.9315 6.1629e-13
-56.4082 4.0365 5.7738e-13
48.1370 1.0495 1.7202e-11
43.0225 3.0245 1.1833e-12
-6.9455 2.3705 2.1805e-12
46.8848 2.1165 2.9021e-12
-9.3940 3.6375 7.4723e-13
-28.0096 1.0605 1.6754e-11
-53.8262 1.2145 1.1876e-11
-73.1441 5.6015 2.5809e-13
-20.6095 3.0545 1.1545e-12
7.4410 6.5065 1.7923e-13
-15.7790 3.5795 7.7766e-13
15.5059 4.8185 3.7319e-13
-2.0219 2.6765 1.6070e-12
-3.7456 1.3685 8.7689e-12
-70.6240 3.3815 8.9586e-13
-41.0094 4.3105 4.9093e-13
48.2361 1.5765 6.1211e-12
-60.9192 3.0195 1.1882e-12
-43.4244 3.2975 9.5377e-13
-32.3399 4.6725 4.0250e-13
5.9497 0.7455 4.0736e-11
-28.3117 2.5175 1.8742e-12
-19.5090 2.9695 1.2388e-12
71.2322 2.9005 1.3139e-12
-10.7176 2.3085 2.3311e-12
-61.8464 3.6925 7.1992e-13
38.3296 3.4805 8.3380e-13
49.5747 1.6675 5.3083e-12
-55.6243 3.0115 1.1961e-12
48.7785 3.8305 6.5731e-13
21.0025 3.6875 7.2234e-13
-26.2366 2.7655 1.4804e-12
-17.5733 4.2395 5.1147e-13
-3.9758 2.7255 1.5355e-12
-21.7580 1.1835 1.2682e-11
-26.7375 3.2275 1.0062e-12
53.1036 2.6315 1.6769e-12
-28.3489 3.3585 9.1121e-13
-25.3048 1.4715 7.2923e-12
-8.7285 5.0405 3.3413e-13
-32.5180 1.1635 1.3243e-11
-53.9406 2.2015 2.6275e-12
44.0452 4.1515 5.3865e-13
-36.8216 1.6005 5.8907e-12
-50.4077 2.7685 1.4764e-12
57.3584 3.0625 1.1469e-12
-14.9524 2.8785 1.3391e-12
8.4061 3.5275 8.0645e-13
-3.9264 3.4505 8.5194e-13
-30.5409 3.0965 1.1157e-12
22.0263 5.4215 2.7953e-13
56.3754 0.7925 3.4948e-11
-13.2513 3.1095 1.1041e-12
-51.4531 1.9815 3.4283e-12
-14.5396 1.9045 3.7900e-12
-20.2785 1.5445 6.4483e-12
41.3901 1.9905 3.3892e-12
8.4231 3.8435 6.5182e-13
-34.2262 1.1595 1.3359e-11
-83.2798 2.2245 2.5595e-12
12.5591 1.4025 8.2388e-12
-14.2728 3.4605 8.4583e-13
-13.0097 2.3735 2.1736e-12
-63.0749 0.6525 5.6791e-11
-62.3010 3.0505 1.1582e-12
19.0237 1.0925 1.5537e-11
-7.5323 4.2955 4.9517e-13
-28.2951 1.9115 3.7550e-12
76.1995 0.7875 3.5508e-11
-34.6745 1.3685 8.7689e-12
33.5574 5.5175 2.6780e-13
-21.7769 1.1525 1.3566e-11
-8.5796 2.3485 2.2323e-12
-37.0425 2.3315 2.2736e-12
15.9986 3.2315 1.0031e-12
69.1814 5.7665 2.4044e-13
60.1713 0.7655 3.8123e-11
-6.8585 2.0185 3.2715e-12
-21.6794 4.4015 4.6628e-13
-29.4514 1.8655 3.9939e-12
-43.0472 3.7775 6.8041e-13
18.9643 3.8545 6.4722e-13
34.7476 3.5745 7.8037e-13
51.0710 1.5245 6.6654e-12
-27.9008 1.2945 1.0099e-11
10.9295 4.6745 4.0208e-13
-38.4512 4.4985 4.4190e-13
-2.7890 1.6235 5.6811e-12
9.9190 0.9615 2.1472e-11
4.4506 3.3925 8.8864e-13
16.0952 4.8425 3.6866e-13
-28.4343 2.4175 2.0754e-12
-23.9004 2.3935 2.1281e-12
-8.0204 2.5005 1.9064e-12
-38.3051 2.3915 2.1326e-12
-9.4051 0.9725 2.0863e-11
-32.7502 4.2105 5.2021e-13
-68.4186 2.2075 2.6095e-12
39.7060 5.0605 3.3090e-13
17.5194 7.4305 1.2994e-13
-6.1492 4.0375 5.7703e-13
-50.4890 1.7865 4.4568e-12
34.7460 1.8095 4.3146e-12
57.9948 4.3165 4.8925e-13
-8.8151 4.2395 5.1147e-13
25.6293 3.8375 6.5435e-13
18.8821 2.7195 1.5440e-12
-45.0058 1.4865 7.1068e-12
-4.9961 4.8945 3.5912e-13
-3.9495 2.6325 1.6753e-12
41.0991 1.2595 1.0828e-11
-5.9970 4.0145 5.8524e-13
65.4273 3.7455 6.9491e-13
-8.7917 2.8085 1.4243e-12
8.4038 2.7345 1.5229e-12
7.7173 2.9645 1.2441e-12
11.5963 4.1035 5.5436e-13
-11.6939 2.3955 2.1237e-12
-16.8308 4.9915 3.4223e-13
-56.7863 1.2685 1.0634e-11
-2.0746 1.4245 7.9193e-12
-68.3970 1.1165 1.4704e-11
-11.1396 3.8555 6.4681e-13
-48.7223 5.9125 2.2622e-13
-46.7855 3.4015 8.8280e-13
32.6899 2.1025 2.9512e-12
-0.6448 7.1725 1.4153e-13
-29.0252 4.3455 4.8123e-13
-56.8472 1.1895 1.2520e-11
11.5112 0.3035 3.6026e-10
31.5433 5.0685 3.2963e-13
46.4142 7.7825 1.1621e-13
10.9580 1.3415 9.2244e-12
-58.0565 3.2135 1.0171e-12
5.4270 1.3435 9.1895e-12
-33.3840 1.7315 4.8246e-12
3.7255 3.5905 7.7176e-13
75.7623 0.8245 3.1640e-11
-75.2546 3.5455 7.9632e-13
46.9089 4.1245 5.4741e-13
-51.9089 4.5715 4.2473e-13
-61.6118 1.3115 9.7701e-12
54.1134 1.4265 7.8911e-12
17.3341 2.4215 2.0667e-12
-38.5634 1.0855 1.5793e-11
-9.6118 2.6625 1.6283e-12
77.4587 3.0125 1.1951e-12
-20.9539 5.7555 2.4156e-13
5.5304 4.8495 3.6735e-13
-9.1289 2.2455 2.4995e-12
-48.4250 4.4245 4.6033e-13
30.2176 2.2425 2.5080e-12
-56.8311 3.0375 1.1707e-12
51.5448 2.3925 2.1304e-12
-27.2435 2.4735 1.9592e-12
32.5280 3.2665 9.7648e-13
-54.0361 2.9315 1.2794e-12
21.5361 1.5715 6.1707e-12
-52.2081 2.5035 1.9007e-12
-16.1788 1.9445 3.5958e-12
15.0975 3.5525 7.9243e-13
-16.8284 1.8315 4.1845e-12
-0.6550 3.0675 1.1423e-12
-16.8446 4.1675 5.3356e-13
-4.8136 2.8795 1.3380e-12
49.7589 1.2215 1.1704e-11
-25.5286 3.0955 1.1166e-12
-60.9672 3.3355 9.2693e-13
2.5403 4.7135 3.9395e-13
-47.9215 3.2295 1.0046e-12
18.4588 2.4365 2.0349e-12
19.3513 1.8675 3.9831e-12
