# FIRESONG Output description
# Lognormal distributed sources
# Desired neutrino diffuse flux:
#      E^2 dN_diffuse/dE = 9e-09 (E/100 TeV)^(-0.13) [GeV/cm^2.s.sr]
# Neutrino point source fluxes listed below are of 'A' where the flux is:
#      E^2 dN_PS/dE = A * (E/100 TeV)^(-0.13) [GeV/cm^2.s]
# Standard Candle Luminosity: 0.0000e+00 erg/yr 
# Note that using 4 years, IceCube sensitivity in the northern hemisphere
# is approximately 10^-9 in the units used for A
# Dec(deg) Redshift A
15.9595 2.9975 1.2274e-12
-11.9124 4.0595 5.7764e-13
54.3039 2.7395 1.5164e-12
26.4164 1.5905 6.2082e-12
29.8031 2.2515 2.5011e-12
19.5407 3.0705 1.1113e-12
-14.1675 2.0305 3.1384e-12
23.9510 4.4445 4.5041e-13
-0.1679 1.7975 4.2950e-12
41.6089 2.5705 1.7687e-12
39.3787 4.9365 3.6255e-13
47.0234 1.2585 1.1140e-11
56.4227 3.9055 6.1899e-13
-48.1860 4.5195 4.3944e-13
46.3766 2.3225 2.2406e-12
15.2553 1.8395 4.2692e-12
38.8143 3.5895 7.8533e-13
83.4672 2.4725 1.9301e-12
22.8647 3.0425 1.1312e-12
-63.3081 4.3135 4.9879e-13
18.1702 4.6625 4.0720e-13
-43.2347 2.6375 1.6959e-12
4.0893 1.6755 5.3095e-12
-6.5298 1.5975 5.9184e-12
-39.3797 3.4835 8.2667e-13
37.5574 4.8165 3.7528e-13
32.6178 5.4525 2.5950e-13
-10.1625 3.8825 6.5177e-13
12.4733 2.5235 1.8852e-12
20.2220 3.6405 7.7711e-13
46.5471 2.2695 2.4923e-12
-31.8428 4.0695 5.9135e-13
25.2459 2.2395 2.4604e-12
19.6384 3.3335 9.1325e-13
-2.5014 1.5455 6.3900e-12
-69.9972 2.7455 1.5384e-12
15.1533 2.5375 1.8944e-12
-48.5796 3.1475 1.0569e-12
-23.0998 1.3795 8.6172e-12
-85.0612 3.4845 8.5558e-13
44.1788 0.9145 2.4008e-11
72.3474 1.0705 1.6531e-11
48.0701 2.8985 1.3163e-12
-53.4576 1.0135 1.8667e-11
-18.0762 2.6965 1.6370e-12
-79.6256 0.6315 6.2730e-11
3.7394 1.6155 5.7872e-12
21.5691 3.3685 8.9058e-13
-10.1018 1.4165 8.1381e-12
36.5698 4.1075 5.4969e-13
6.0076 1.1605 1.2823e-11
40.5524 1.7395 4.7402e-12
-25.3499 0.8115 3.3107e-11
43.5935 1.2785 1.0498e-11
-66.9330 3.8235 6.5202e-13
30.1106 2.9115 1.3017e-12
4.9252 8.6435 8.9594e-14
-21.6189 1.4605 7.3660e-12
87.3572 2.1965 2.6256e-12
73.6698 3.2225 1.0106e-12
-27.9012 1.9245 3.7212e-12
0.5730 1.4885 7.0098e-12
1.9548 3.7525 7.0224e-13
47.3870 6.1475 2.0281e-13
60.6468 2.5105 1.9297e-12
-26.4172 4.5945 4.2135e-13
-36.0020 2.2035 2.5259e-12
-48.8044 0.9985 1.9708e-11
43.8244 3.2385 9.9773e-13
-49.1260 1.8935 4.0071e-12
-42.3883 1.5315 6.4398e-12
60.9893 2.3905 2.0911e-12
12.4579 5.0225 3.2781e-13
-58.2918 2.5805 1.7500e-12
-6.6606 2.3575 2.1860e-12
54.2132 3.4155 8.7610e-13
-40.4782 3.8925 6.3854e-13
25.8704 4.6745 4.0037e-13
-48.2599 2.6365 1.7298e-12
-0.3570 2.1595 2.8703e-12
-9.3259 4.4555 4.4288e-13
-48.8897 5.0225 3.3787e-13
6.2028 4.3365 4.8539e-13
31.2587 2.1525 2.7767e-12
-12.6577 2.7895 1.5072e-12
35.4813 2.1515 2.7590e-12
-16.8345 1.4545 7.2757e-12
-47.8455 1.0435 1.7815e-11
21.8497 1.8405 4.0215e-12
-8.0478 1.8115 4.2918e-12
20.4407 3.6225 7.7939e-13
-55.3544 4.7075 3.9935e-13
6.7967 3.2815 9.7211e-13
-22.4973 2.4735 1.9707e-12
48.3708 1.2085 1.1458e-11
-46.2192 0.9955 1.9587e-11
47.0271 2.0115 3.3331e-12
9.5030 3.3805 8.8841e-13
80.4164 4.2255 5.3033e-13
-20.5341 2.2325 2.4889e-12
-21.2108 1.2665 1.0353e-11
12.6266 1.7015 5.1986e-12
23.9734 3.9665 6.1686e-13
13.7292 1.1495 1.3402e-11
23.0307 1.9625 3.5072e-12
-69.6291 2.9515 1.2526e-12
-9.0520 3.7695 6.6922e-13
38.1296 1.7645 4.7381e-12
84.6557 1.7415 4.7402e-12
-5.4892 1.6725 5.2610e-12
-41.8726 2.7295 1.5328e-12
34.3992 2.9285 1.2469e-12
11.5682 1.3405 9.0248e-12
28.6264 1.8415 4.1226e-12
37.9973 2.6155 1.7259e-12
-11.7804 1.8125 4.2012e-12
-18.3097 2.5415 1.9328e-12
33.2749 2.1535 2.7572e-12
-12.4930 1.8155 4.1445e-12
-37.1599 3.2955 9.4119e-13
12.1010 4.4345 4.5364e-13
-1.9131 0.9615 2.2285e-11
61.9170 4.4825 4.4089e-13
-78.7489 3.5135 8.4407e-13
1.4278 1.4905 6.8614e-12
-45.1244 2.4465 2.0570e-12
-12.4830 4.3485 4.9342e-13
-7.0427 1.1165 1.5032e-11
19.0569 4.0175 5.9970e-13
-28.9929 1.5675 6.3347e-12
-15.0499 4.6145 4.0268e-13
-16.8339 4.0295 6.0826e-13
-37.6367 3.0025 1.2635e-12
-13.4607 2.7635 1.5041e-12
-24.8648 1.8625 3.8975e-12
43.8012 1.7695 4.5723e-12
-21.9766 3.5655 8.0847e-13
-51.3151 2.5505 1.8306e-12
25.4738 3.6235 7.6243e-13
-65.3900 4.8245 3.7050e-13
-2.1068 1.6345 5.7874e-12
62.3320 4.9895 3.4187e-13
2.5965 5.0505 3.3067e-13
-6.4002 4.0985 5.6001e-13
-20.6323 1.4305 7.8930e-12
-33.9538 1.0685 1.5908e-11
47.6535 0.6385 5.9170e-11
31.0394 3.9115 6.2365e-13
-58.5716 6.6485 1.7108e-13
-63.0619 0.7395 4.3673e-11
-7.3897 1.1155 1.4955e-11
-27.9970 2.6645 1.6022e-12
-25.1112 3.9425 5.9216e-13
20.2909 4.1355 5.5936e-13
6.7269 4.5775 4.2562e-13
-12.4419 2.6925 1.5876e-12
44.1508 3.2365 1.0229e-12
-4.2518 5.2145 3.0493e-13
-44.8861 2.7205 1.5526e-12
27.0598 0.8335 2.9367e-11
36.2505 2.2765 2.4293e-12
-62.6105 3.4765 8.3123e-13
19.4146 4.1885 5.1439e-13
8.1378 1.9285 3.7810e-12
-34.2528 4.6515 4.2271e-13
-50.2903 4.8365 3.5508e-13
-41.8984 3.1205 1.1015e-12
9.1009 4.6185 4.0204e-13
10.2685 2.7265 1.4723e-12
22.8845 1.2105 1.2743e-11
-26.4988 1.2545 1.0801e-11
-64.9867 1.9645 3.4320e-12
-29.6861 4.4305 4.7058e-13
45.1568 2.1325 2.7890e-12
-79.6813 1.7515 4.7596e-12
-53.4597 1.7475 4.7193e-12
-22.5976 2.0935 2.9420e-12
23.6551 3.3265 9.1899e-13
43.5177 3.4635 8.2695e-13
47.4457 2.0895 2.8910e-12
32.6487 2.0935 3.0181e-12
5.7335 4.3405 4.9706e-13
25.2837 4.0165 5.9298e-13
-40.3662 0.9085 2.4785e-11
-32.3615 2.4715 2.0468e-12
69.3722 4.0335 5.5724e-13
45.0583 2.0965 3.0341e-12
10.5430 3.1565 1.1347e-12
61.0229 2.6235 1.7440e-12
-26.2951 4.3895 4.7126e-13
51.0755 1.8385 4.0019e-12
1.4362 5.5245 2.4991e-13
-34.5927 2.2875 2.3867e-12
-46.9928 2.4485 2.0424e-12
59.5356 2.4265 1.9975e-12
44.3807 2.3815 2.1828e-12
-70.9068 5.0185 3.2399e-13
25.3618 4.5555 4.3637e-13
46.8676 5.6785 2.5516e-13
13.5505 2.2055 2.5773e-12
0.2495 1.5985 5.8012e-12
-40.7970 2.0325 3.2260e-12
-38.7765 1.5525 6.3245e-12
-35.8368 2.7685 1.5072e-12
-28.3246 1.7275 4.7248e-12
16.4991 2.8695 1.3509e-12
43.6248 1.9475 3.5382e-12
-19.3154 5.5615 2.6332e-13
-56.2466 2.8895 1.2923e-12
61.9387 1.3285 9.2101e-12
55.4259 3.8305 6.6847e-13
-46.0561 1.2505 1.1446e-11
-71.6376 0.5805 7.4200e-11
0.3526 3.8195 6.7379e-13
-11.2447 4.1625 5.2799e-13
10.0172 1.1535 1.3356e-11
24.0650 1.9925 3.3499e-12
1.1989 3.0965 1.1322e-12
-18.4643 2.7565 1.5026e-12
-15.3860 3.1855 1.1020e-12
-63.9589 1.8045 4.5703e-12
-8.2290 4.6865 3.9003e-13
-33.0345 3.1725 1.0698e-12
21.2951 4.1215 5.4241e-13
-8.6069 2.3355 2.3232e-12
-30.5670 5.2085 3.0707e-13
-54.3695 4.3815 4.5622e-13
-35.7668 1.1845 1.2876e-11
28.4401 3.1825 1.0266e-12
-39.1605 1.9045 3.8350e-12
15.6319 1.6335 5.5680e-12
-42.7362 1.7085 4.9647e-12
24.0975 3.0935 1.1246e-12
32.4949 1.8215 4.4627e-12
-13.3546 5.7865 2.3187e-13
62.4484 3.2895 9.4308e-13
9.1899 2.4765 1.8462e-12
0.0233 1.2565 1.0662e-11
-4.2028 2.5155 1.8915e-12
48.8509 4.2245 5.0340e-13
-17.1349 1.4435 7.6420e-12
-17.7210 2.0615 3.0811e-12
16.3880 2.9985 1.2265e-12
-5.4108 1.0395 1.7399e-11
45.9803 1.3625 8.7174e-12
-37.8420 2.4235 2.1713e-12
18.3506 2.3735 2.1521e-12
-52.7948 5.0285 3.2161e-13
0.1533 6.3315 1.9293e-13
17.2980 2.0995 2.9173e-12
-58.5585 7.8645 1.1205e-13
-39.7094 2.5385 1.7579e-12
-17.2519 3.1585 1.0820e-12
23.2965 3.5535 7.8457e-13
-37.8804 3.0765 1.1739e-12
-39.2561 4.5915 4.1628e-13
-57.2272 1.0695 1.6184e-11
14.1264 4.2815 4.8717e-13
-15.0247 3.6245 7.2188e-13
44.5692 2.5235 1.8442e-12
13.3979 1.7775 4.3902e-12
-70.6404 2.3715 2.1731e-12
48.4183 4.5895 4.3443e-13
-70.5446 1.5675 5.9821e-12
-8.6146 3.8715 6.3146e-13
-48.1806 3.8475 6.4994e-13
26.9668 2.9745 1.2094e-12
41.2763 3.9415 6.2268e-13
38.9464 1.2605 1.0854e-11
-22.9852 2.9685 1.2383e-12
61.4191 3.0975 1.1250e-12
21.8119 2.3145 2.3277e-12
-59.3712 4.8515 3.6124e-13
76.3197 4.7705 3.7415e-13
-21.0492 5.4295 2.7548e-13
-25.6214 3.1625 1.0734e-12
5.0514 2.2975 2.2577e-12
-40.2729 1.8235 4.2066e-12
-29.7362 2.3125 2.3213e-12
-36.9794 3.5205 8.2835e-13
26.4955 0.8875 2.7006e-11
47.0615 1.3735 8.4756e-12
-35.5560 2.9025 1.2877e-12
-12.9408 2.3185 2.4003e-12
13.0030 3.6905 7.5196e-13
47.8670 1.9555 3.6145e-12
-77.2017 1.8945 3.9147e-12
9.8362 1.8965 3.6120e-12
-51.0807 3.6835 7.1468e-13
79.8769 1.4935 6.9271e-12
-64.4101 0.6415 5.7452e-11
72.7502 6.1725 2.0293e-13
29.0867 1.1445 1.3757e-11
-31.8135 3.7135 7.2720e-13
-38.4733 2.1395 2.8204e-12
-53.3891 1.7295 4.7433e-12
77.1038 1.7065 5.1103e-12
38.5586 4.4445 4.5915e-13
-32.3427 3.6745 7.4210e-13
-84.0995 3.3965 8.6808e-13
-23.6894 4.7105 3.9603e-13
-18.7164 4.3015 5.0140e-13
-38.6139 4.3355 4.8429e-13
27.0612 3.8735 6.4641e-13
-44.3992 3.8345 6.4131e-13
20.3493 2.4065 2.1099e-12
52.4272 1.2395 1.1571e-11
74.8057 6.3815 1.8539e-13
-10.9360 1.2695 1.0760e-11
41.8297 1.5975 6.0747e-12
10.7301 3.8975 6.2778e-13
-28.2955 4.7475 3.8634e-13
-54.8283 2.2315 2.5418e-12
-36.7047 3.7305 6.9726e-13
-10.5890 1.6825 5.4250e-12
45.0391 5.1225 3.0802e-13
4.6189 3.2365 9.6565e-13
-22.4167 1.4655 7.2327e-12
-17.2689 4.2795 4.9971e-13
-35.6141 4.5345 4.2779e-13
59.9729 3.0795 1.1312e-12
-1.6446 3.8485 6.6026e-13
33.5270 2.3785 2.1110e-12
43.8411 4.5905 4.2006e-13
-20.4539 3.8265 6.5729e-13
15.2257 2.3805 2.2394e-12
72.9965 4.1515 5.2626e-13
17.2468 2.8985 1.2861e-12
-13.5456 5.7245 2.5686e-13
-19.8877 3.7415 6.8376e-13
19.0430 2.1695 2.8267e-12
8.0085 3.4445 8.2957e-13
4.0234 2.1205 2.9056e-12
54.2938 4.4465 4.5292e-13
54.2088 0.8815 2.6617e-11
11.2131 4.2845 4.9468e-13
-38.4447 2.1755 2.6520e-12
25.3901 0.7345 4.2141e-11
17.2398 2.2145 2.5319e-12
6.3356 1.0715 1.6262e-11
-0.7565 5.8245 2.3691e-13
63.4318 4.8645 3.5264e-13
-3.8245 3.4415 8.8465e-13
37.9942 3.9405 6.2903e-13
27.9742 3.3125 9.3848e-13
44.8541 1.1595 1.3096e-11
65.8609 5.2685 3.0492e-13
-58.1948 2.5885 1.7324e-12
-29.1491 3.1735 1.0832e-12
2.5060 2.5065 1.8244e-12
-26.6724 2.9725 1.2697e-12
-53.6138 3.4965 8.5706e-13
61.3979 3.2515 9.8189e-13
-23.4875 4.9145 3.4934e-13
-50.5753 1.3045 9.4394e-12
23.4627 1.5325 6.6484e-12
-69.5468 1.2505 1.1178e-11
-42.2965 6.6335 1.7250e-13
46.1399 2.0205 3.2353e-12
-37.7301 6.8605 1.5635e-13
-10.5322 1.4675 7.6363e-12
-76.1919 3.4545 8.5498e-13
-34.5897 6.7395 1.6391e-13
-67.0984 2.7115 1.5041e-12
38.2829 2.9135 1.2643e-12
17.5419 3.8615 6.2954e-13
17.1842 1.3795 8.4822e-12
-22.6700 3.9705 5.8663e-13
-3.7885 1.5995 5.8977e-12
-39.4359 3.8405 6.4471e-13
-54.1962 2.7215 1.4884e-12
55.3870 2.1075 3.0499e-12
-51.6631 2.1975 2.6549e-12
-22.0131 4.5235 4.3412e-13
50.3998 1.8465 4.2039e-12
31.7018 2.3715 2.1860e-12
-10.7577 2.4735 1.9804e-12
-38.2883 4.7035 3.9243e-13
4.9923 3.0085 1.1524e-12
-69.6389 2.1495 2.7472e-12
-33.9989 2.7135 1.6058e-12
-56.0212 3.1135 1.0486e-12
-60.1389 3.9575 6.1402e-13
10.3040 1.5075 6.8094e-12
64.0462 2.2145 2.6276e-12
27.6997 2.6705 1.5830e-12
20.8170 2.6825 1.6451e-12
37.5826 2.5835 1.6961e-12
65.4686 1.7715 4.7892e-12
-53.0793 1.8605 4.0195e-12
32.1798 2.1295 2.8562e-12
-11.6855 2.9795 1.2668e-12
-47.1671 4.2795 4.8871e-13
-32.9207 2.3235 2.2919e-12
19.0449 4.8685 3.6735e-13
-24.1747 1.3855 8.7216e-12
35.5441 1.7055 4.8997e-12
29.3072 6.1985 1.9397e-13
6.1957 7.4055 1.3417e-13
-40.0719 4.3495 4.7086e-13
46.9477 5.6505 2.5496e-13
86.2338 1.6755 5.1998e-12
-8.9700 3.9245 5.9849e-13
-73.9727 5.0745 3.2934e-13
-81.2842 3.5855 7.9599e-13
-20.1335 3.0205 1.1630e-12
18.9396 1.0955 1.6455e-11
76.8769 0.7825 3.5616e-11
-55.1360 3.6805 7.3681e-13
76.5681 3.1465 1.0843e-12
-68.2496 2.9295 1.2689e-12
39.1694 1.4645 7.0332e-12
-59.4682 2.2555 2.4608e-12
26.6140 3.8205 6.7518e-13
-20.7738 5.5595 2.6166e-13
-50.1975 0.9565 2.1985e-11
40.5078 1.5515 6.2459e-12
26.4968 1.1555 1.3099e-11
20.4576 1.0815 1.5919e-11
40.2172 3.9895 6.1858e-13
-50.7190 5.4855 2.6532e-13
-66.9128 2.4795 1.9360e-12
-68.8777 2.6455 1.6620e-12
-34.2338 2.1945 2.6770e-12
-40.5850 4.3355 4.9655e-13
13.3130 3.8405 6.6111e-13
32.6957 2.4245 2.0581e-12
22.8853 5.0515 3.3650e-13
6.7046 2.4365 2.0541e-12
29.0062 0.9285 2.3070e-11
53.9493 1.6975 5.1728e-12
4.2764 2.7105 1.5217e-12
50.8759 4.5685 4.2613e-13
-49.1956 1.0315 1.8156e-11
31.9495 3.5115 7.8369e-13
-6.5110 2.9065 1.3039e-12
-30.6539 3.4185 8.8091e-13
-2.2512 3.1275 1.0969e-12
-19.5243 2.2065 2.6582e-12
6.8836 3.8145 6.7820e-13
54.8510 2.6635 1.6474e-12
-53.6229 3.0885 1.1305e-12
1.1038 0.8985 2.5207e-11
-71.9249 1.7835 4.4412e-12
-22.0998 3.9195 6.4476e-13
55.6950 4.7485 3.9520e-13
-65.6968 2.1135 2.9491e-12
-7.8102 1.0185 1.8883e-11
5.6309 1.6255 5.5429e-12
-44.9222 3.5985 7.4223e-13
5.8148 4.3755 4.6963e-13
-0.5944 4.8605 3.8385e-13
-47.5061 3.2835 9.5361e-13
7.1019 3.5085 8.5803e-13
27.8997 1.1955 1.2516e-11
12.0278 4.7055 3.9507e-13
5.4155 2.2935 2.4357e-12
73.9188 4.8215 3.6183e-13
2.9342 3.8485 6.5177e-13
19.2529 2.3225 2.2996e-12
7.2376 4.2425 5.3841e-13
56.3411 4.4135 4.5771e-13
-45.6902 1.7285 4.7234e-12
-18.5076 2.1825 2.6587e-12
64.0577 1.6395 5.6069e-12
-54.4071 4.2105 5.1926e-13
40.9469 3.9135 6.1958e-13
41.3611 1.2455 1.1164e-11
0.1416 0.8835 2.6700e-11
16.1676 3.0735 1.1391e-12
-48.9738 2.2775 2.3563e-12
41.0057 5.8935 2.3172e-13
-39.7135 3.0175 1.2192e-12
8.6391 2.4535 2.0574e-12
64.5165 1.5985 5.7899e-12
-41.3219 1.1915 1.2131e-11
-59.3867 4.7955 3.7658e-13
7.8562 1.4475 7.7020e-12
7.2113 1.2875 1.0551e-11
49.1006 3.7515 7.2052e-13
75.2251 3.0135 1.1958e-12
-66.2109 2.6005 1.7218e-12
-26.9716 4.6545 4.1260e-13
67.3400 2.3085 2.3230e-12
-38.7072 1.4085 8.0817e-12
-36.8407 1.6155 5.6076e-12
-77.8131 2.7705 1.4175e-12
-21.0174 1.6735 5.3534e-12
-8.3197 5.4925 2.7317e-13
-16.8588 3.1825 1.0580e-12
-56.0191 0.7385 4.0383e-11
-47.4886 4.4875 4.4501e-13
-10.7141 4.6975 3.9728e-13
-43.8981 3.9895 5.8794e-13
38.7247 2.9005 1.3048e-12
1.1789 1.2805 1.0360e-11
37.4773 2.3715 2.1175e-12
78.4234 5.1535 3.1480e-13
54.3098 4.6205 4.1803e-13
3.2141 2.1035 2.9702e-12
-45.9412 4.5805 4.2763e-13
11.9474 1.3715 8.8647e-12
31.5169 1.7785 4.5373e-12
-5.4712 1.7505 4.6617e-12
-72.0467 4.7915 3.8799e-13
-28.1639 3.8025 6.7231e-13
76.5143 1.0095 1.9538e-11
-39.3432 2.8475 1.3870e-12
32.6682 5.5205 2.6053e-13
-36.5409 2.1145 2.9324e-12
20.0562 2.7145 1.5551e-12
56.3141 3.7225 6.9321e-13
-57.2266 1.8055 4.5939e-12
-10.9197 1.6765 5.3485e-12
7.7402 4.6945 3.8942e-13
54.1063 2.3185 2.3903e-12
-23.4393 0.5095 1.0426e-10
-8.0991 2.9765 1.2525e-12
-68.2399 1.4265 7.7950e-12
-2.0805 2.5625 1.7787e-12
39.6196 2.1425 2.8115e-12
24.6491 0.8755 2.8139e-11
-71.1555 5.9865 2.1274e-13
-51.3074 0.8055 3.4394e-11
3.0636 1.2675 1.0510e-11
-36.4975 2.4975 1.8759e-12
64.1569 3.2955 9.3283e-13
78.6423 2.7965 1.4342e-12
-74.2876 4.8225 3.7827e-13
46.5596 0.8665 2.7917e-11
-34.5504 3.1985 1.0178e-12
-54.0612 3.1685 1.0276e-12
-25.5330 3.8135 6.7919e-13
10.0160 3.1775 1.0442e-12
-1.9349 1.7865 4.4593e-12
7.9461 1.0895 1.5495e-11
44.2026 5.3505 2.9698e-13
-36.3227 2.7285 1.5010e-12
-37.2727 2.9045 1.2785e-12
40.4721 2.3255 2.2779e-12
-68.9587 2.7885 1.4584e-12
-21.0636 5.2645 2.9901e-13
15.1726 6.5115 1.7497e-13
-46.7295 4.5365 4.3720e-13
9.0249 3.6225 7.2711e-13
15.1521 1.4625 7.6740e-12
29.2818 1.4505 7.6438e-12
67.2349 4.0715 5.5105e-13
21.3321 1.6745 5.3792e-12
-64.9690 5.0995 3.3257e-13
-38.1189 3.3885 9.0418e-13
-58.8450 1.1025 1.5811e-11
-15.2547 2.9615 1.2372e-12
16.4492 4.6455 4.0677e-13
7.9431 1.4835 7.0265e-12
8.0262 3.0875 1.1315e-12
-15.4925 1.5465 6.4170e-12
43.7944 1.3265 9.4884e-12
0.4654 1.9235 3.7486e-12
22.2181 4.4255 4.5144e-13
-42.7835 8.4475 9.5643e-14
11.2435 4.0415 5.8490e-13
10.8614 1.5275 6.6452e-12
28.3555 4.3325 5.0722e-13
-74.0329 3.9095 6.3844e-13
12.1068 2.3045 2.3448e-12
65.9558 3.5415 7.9491e-13
-2.2671 5.2345 3.0334e-13
26.1503 2.4775 1.9853e-12
24.4556 3.4455 8.3677e-13
81.2800 2.5985 1.7733e-12
-24.3246 2.0425 3.1733e-12
-2.7271 7.8755 1.0942e-13
64.5617 4.5605 4.5058e-13
44.0083 0.7245 4.4980e-11
-18.3199 3.3745 9.1380e-13
23.9948 4.2385 5.2092e-13
48.1941 3.8335 6.6120e-13
19.7687 3.0975 1.0901e-12
8.9910 4.5045 4.5236e-13
13.8480 4.0545 5.5272e-13
25.0473 2.0305 3.1019e-12
11.5020 4.8675 3.6171e-13
11.0500 4.8625 3.4797e-13
76.5335 2.5945 1.7710e-12
-7.5949 1.6735 5.2712e-12
-14.8471 6.2465 2.0030e-13
49.8329 1.2995 1.0006e-11
1.5138 1.7495 4.7532e-12
1.0232 4.2225 5.2332e-13
71.9722 4.1835 5.2953e-13
9.7614 2.5785 1.7526e-12
-24.4770 1.8845 3.9120e-12
-45.7161 1.5175 6.8510e-12
-29.7562 3.8875 6.5800e-13
-3.5582 2.4235 2.0624e-12
-69.3866 1.7435 4.6865e-12
51.6249 1.1515 1.3061e-11
39.7893 2.3845 2.1038e-12
-11.1009 1.8835 4.1374e-12
-19.2735 0.7355 4.1059e-11
19.7189 5.1625 3.1661e-13
-9.1854 2.1765 2.7097e-12
13.5490 4.3615 4.6889e-13
-11.4444 0.5345 9.3464e-11
2.5229 2.5775 1.7677e-12
30.1124 4.1065 5.5786e-13
-55.6867 1.7995 4.4970e-12
81.7754 3.8145 6.6893e-13
41.3317 2.1495 2.7874e-12
41.3392 4.2405 5.2447e-13
-30.4394 2.0585 2.9725e-12
-18.9376 3.8485 6.6455e-13
-23.5604 4.6215 4.0886e-13
-33.9802 1.2335 1.1483e-11
-45.8392 1.8335 3.9786e-12
62.9668 4.8695 3.6454e-13
-19.2746 5.5135 2.6156e-13
60.7755 4.0555 5.7795e-13
18.1904 5.8665 2.3977e-13
-14.9151 4.8915 3.4890e-13
51.4434 1.5045 6.9984e-12
7.6884 1.1975 1.2320e-11
30.4305 2.0745 3.1173e-12
37.1036 5.1945 3.0349e-13
-1.6373 2.2915 2.3224e-12
-71.4246 3.2605 9.3913e-13
22.3686 2.3655 2.2525e-12
1.4802 0.8595 2.9096e-11
0.1036 2.0595 3.1310e-12
32.7753 2.2245 2.5632e-12
43.8101 3.5655 7.9167e-13
-16.9291 2.8255 1.3867e-12
-19.3324 4.2645 5.2642e-13
-26.0818 3.4455 8.5463e-13
13.0033 1.5305 6.4894e-12
-21.0019 3.6395 7.9898e-13
39.6148 4.0695 5.8407e-13
-42.1030 2.3105 2.3195e-12
60.6079 2.1675 2.8150e-12
26.1773 1.3405 9.2212e-12
19.1700 1.2025 1.2636e-11
-27.8285 3.6245 7.4423e-13
-0.1307 2.2485 2.5734e-12
47.8350 3.7205 7.1085e-13
-21.5332 0.8405 2.9583e-11
82.6004 3.4855 8.3604e-13
17.2588 2.2965 2.3946e-12
-38.7918 1.7845 4.4642e-12
35.2675 1.8045 4.3274e-12
52.4000 3.4935 8.1640e-13
35.8124 0.8705 2.7494e-11
-36.5301 3.3195 9.4088e-13
77.1615 5.2805 2.9304e-13
-28.1395 4.7385 3.9970e-13
4.8351 1.6655 5.5002e-12
13.8755 1.2025 1.2097e-11
-6.8844 3.8945 6.3321e-13
13.3290 1.3795 8.6028e-12
-58.3115 2.4435 1.9774e-12
63.2172 4.3045 4.8648e-13
-60.2082 0.9705 2.0869e-11
-73.8551 3.9105 6.1618e-13
-60.6108 2.6035 1.7392e-12
82.6071 3.6105 7.4580e-13
53.6771 1.0995 1.5504e-11
-38.0246 2.0555 3.1464e-12
-69.1875 1.7105 4.7788e-12
46.5238 3.6465 7.2468e-13
-14.5464 1.5235 6.6280e-12
3.7819 4.5585 4.2549e-13
41.8941 0.8685 2.8500e-11
-7.3690 2.5295 1.9036e-12
-0.1500 6.8305 1.6068e-13
52.2782 2.7375 1.4772e-12
35.5119 2.0995 2.9397e-12
-22.1907 5.1625 3.1738e-13
-63.0030 4.1485 5.5237e-13
26.2100 3.9155 5.9320e-13
30.4675 4.2725 5.0188e-13
21.1574 5.2455 3.0037e-13
-21.4627 4.8145 4.0155e-13
82.2694 3.3795 8.7451e-13
-25.1452 4.0475 5.8258e-13
-15.1582 5.8335 2.2044e-13
42.7558 3.1495 1.0561e-12
43.0801 1.9455 3.4647e-12
63.3425 1.5145 6.7332e-12
-53.3768 4.2925 4.9213e-13
55.6145 0.4285 1.6000e-10
-3.9358 4.5055 4.2592e-13
57.0458 0.8125 3.3176e-11
48.6061 3.9625 6.0682e-13
-24.0691 3.5265 8.2066e-13
-40.2393 1.9295 3.5481e-12
0.5959 5.6315 2.5321e-13
38.6268 4.6065 4.1726e-13
-48.4816 4.0525 5.5116e-13
-39.9193 4.1025 5.3883e-13
-52.9522 2.1635 2.7570e-12
5.9709 4.4835 4.3622e-13
32.1146 2.3505 2.1303e-12
-58.5450 2.5335 1.8368e-12
17.5091 2.0525 2.9158e-12
-13.7665 3.1995 1.0565e-12
-22.8441 3.2675 9.9044e-13
-10.0619 1.8885 3.5789e-12
30.6700 3.2945 9.8971e-13
-9.4686 3.3255 9.1020e-13
-72.9934 2.9415 1.2898e-12
78.3827 4.4815 4.2851e-13
5.3189 1.0775 1.5519e-11
67.4220 1.3235 9.3534e-12
-21.1946 1.4135 7.9723e-12
-0.4194 5.1345 3.3013e-13
31.1890 4.3355 4.6863e-13
-10.4115 2.4255 2.0234e-12
32.6868 0.4705 1.3089e-10
3.8159 3.7365 6.9762e-13
-32.7084 3.5005 8.1409e-13
23.9815 6.0145 2.0786e-13
-11.7016 1.1775 1.3276e-11
17.9745 2.8205 1.4576e-12
7.8093 1.2615 1.0874e-11
45.6103 6.0675 2.1959e-13
-30.3242 2.7355 1.5801e-12
-16.4283 4.1155 5.6463e-13
16.4010 4.3645 4.8244e-13
-50.5443 3.4675 8.8896e-13
-4.9283 2.5965 1.6904e-12
59.6364 3.0725 1.1669e-12
55.7571 3.8315 6.6750e-13
-41.7773 1.1345 1.4239e-11
-33.8206 3.5375 8.3891e-13
49.6707 4.6185 4.2724e-13
50.0315 4.6495 4.0160e-13
-62.1774 3.0865 1.1479e-12
-31.4821 3.7635 6.7981e-13
25.1913 5.6025 2.4786e-13
50.4337 1.6745 5.0112e-12
55.9272 1.7955 4.4237e-12
-10.9014 1.2955 1.0382e-11
-34.3148 5.3085 2.9495e-13
